ClaimID,ScheduleNumber,ClaimNumber,DateFiled,CreditorName,TotalCurrentClaimAmount,DebtorName
6775692, 6775692,18340,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6758001, 6758001,18341,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6794112, 6794112,18342,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
7449594, 7449594,18343,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
7453061, 7453061,18344,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6844500, 6844500,18345,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6827196, 6827196,18346,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
5617028, 5617028,18347,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
7455177, 7455177,18348,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6836842, 6836842,18349,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6809236, 6809236,18350,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6821595, 6821595,18351,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6834898, 6834898,18352,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6838515, 6838515,18353,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
6811205, 6811205,18354,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
8582616,  ,18355,07/19/2023,Name on file, $0.00,FTX Trading Ltd.
5808946, 5808946,18356,07/19/2023,Name on file, $0.00,West Realm Shires Services Inc.
7042283, 7042283,49989,09/10/2023,Name on file, $0.00,FTX EU Ltd.
5744053, 5744053,49990,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6778956, 6778956,49991,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6565176, 6565176,49992,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
7453802, 7453802,49993,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6844508, 6844508,49994,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6721472, 6721472,49995,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6785053, 6785053,49996,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6854417, 6854417,49997,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6884939, 6884939,49998,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6805245, 6805245,49999,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8615837,  ,50000,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6799386, 6799386,50001,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8615839,  ,50002,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6850292, 6850292,50003,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8615841,  ,50004,09/10/2023,Name on file, $0.00,FTX EU Ltd.
8615842,  ,50005,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6815904, 6815904,50006,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
5849933, 5849933,50007,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6714139, 6714139,50008,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6820626, 6820626,21307,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6821045, 6821045,21308,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
7287147, 7287147,21309,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6149899, 6149899,21310,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6847335, 6847335,21311,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6799180, 6799180,21312,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6770254, 6770254,21313,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6796632, 6796632,21314,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6762862, 6762862,21315,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6716021, 6716021,21316,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
7358159, 7358159,21317,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6804937, 6804937,21318,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
8585617,  ,21319,07/21/2023,Name on file, $0.00,FTX EU Ltd.
7454485, 7454485,21320,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6837444, 6837444,21321,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
5715400, 5715400,21322,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
8585621,  ,21323,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
8585622,  ,21324,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
6821510, 6821510,21325,07/21/2023,Name on file, $0.00,FTX Trading Ltd.
5352030, 5352030,21326,07/21/2023,Name on file, $0.00,FTX EU Ltd.
8596972,  ,32642,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596973,  ,32643,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596974,  ,32644,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596975,  ,32645,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596976,  ,32646,08/01/2023,Name on file, $0.00,FTX EU Ltd.
8596977,  ,32647,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596978,  ,32648,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596979,  ,32649,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596980,  ,32650,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596981,  ,32651,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596982,  ,32652,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596983,  ,32653,08/01/2023,Name on file, $0.00,West Realm Shires Services Inc.
8596984,  ,32654,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596985,  ,32655,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596986,  ,32656,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596987,  ,32657,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
8596988,  ,32658,08/01/2023,Name on file, $0.00,West Realm Shires Services Inc.
8596989,  ,32659,08/01/2023,Name on file, $0.00,FTX Trading Ltd.
6444078, 6444078,50981,09/12/2023,Name on file, $0.00,FTX EU Ltd.
6848815, 6848815,50982,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
8616967,  ,50983,09/12/2023,Name on file, $0.00,FTX EU Ltd.
7852616, 7852616,50984,09/12/2023,Name on file, $0.00,FTX EU Ltd.
7447552, 7447552,50985,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6938383, 6938383,50986,09/12/2023,Name on file, $0.00,FTX EU Ltd.
6763293, 6763293,50987,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6823793, 6823793,50988,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
5817145, 5817145,50989,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
8616974,  ,50990,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6593152, 6593152,50991,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
8616976,  ,50992,09/12/2023,Name on file, $0.00,FTX EU Ltd.
6852984, 6852984,50993,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6800241, 6800241,50994,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6792668, 6792668,50995,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
7032004, 7032004,50996,09/12/2023,Name on file, $0.00,FTX EU Ltd.
6780391, 6780391,50997,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6777537, 6777537,50998,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
5610901, 5610901,50999,09/12/2023,Name on file, $0.00,FTX Trading Ltd.
6915952, 6915952,51000,09/12/2023,Name on file, $0.00,FTX EU Ltd.
8580089,  ,15876,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6764278, 6764278,15877,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6809496, 6809496,15878,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6826484, 6826484,15879,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6573546, 6573546,15880,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6715630, 6715630,15881,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6790282, 6790282,15882,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6835138, 6835138,15883,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8580097,  ,15884,07/17/2023,Name on file, $0.00,West Realm Shires Services Inc.
6822242, 6822242,15885,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
5938242, 5938242,15886,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8580100,  ,15887,07/17/2023,Name on file, $0.00,FTX EU Ltd.
6804151, 6804151,15888,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6819957, 6819957,15889,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6788539, 6788539,15890,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6805478, 6805478,15891,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
6026738, 6026738,15892,07/17/2023,Name on file, $0.00,West Realm Shires Services Inc.
8580106,  ,15893,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
5856559, 5856559,15894,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
8580108,  ,15895,07/17/2023,Name on file, $0.00,FTX Trading Ltd.
5225446,  ,1195,03/13/2023,Name on file," $1,927.00",FTX Trading Ltd.
5225448,  ,1196,03/13/2023,Name on file," $32,226.03",FTX Trading Ltd.
5225455,  ,1197,03/13/2023,Name on file," $401,840.75",FTX Trading Ltd.
5225457,  ,1198,03/13/2023,Name on file," $9,900.00",FTX Trading Ltd.
5225459,  ,1199,03/13/2023,Name on file," $32,226.03",FTX Trading Ltd.
5225461,  ,1200,03/13/2023,Name on file," $39,750.00",FTX Trading Ltd.
5225462,  ,1201,03/13/2023,Name on file," $22,885.96",FTX Trading Ltd.
5225463,  ,1202,03/13/2023,Name on file," $4,500.00",FTX Trading Ltd.
5225464,  ,1203,03/13/2023,Name on file," $9,960.00",FTX Trading Ltd.
5225466,  ,1204,03/13/2023,Name on file," $41,621.08",FTX Trading Ltd.
5225467,  ,1205,03/13/2023,Name on file," $81,754.37",FTX Trading Ltd.
5225468,  ,1206,03/13/2023,Name on file," $41,632.00",FTX Trading Ltd.
5225470,  ,1207,03/13/2023,Name on file, $150.00,FTX Europe AG
5225474,  ,1208,03/13/2023,Name on file," $35,146.08",FTX Trading Ltd.
5225475,  ,1209,03/13/2023,Name on file," $4,394.58",FTX Trading Ltd.
5225479,  ,1210,03/13/2023,Name on file," $22,115.79",FTX Trading Ltd.
5225481,  ,1211,03/13/2023,Name on file," $42,000.00",FTX Trading Ltd.
5225482,  ,1212,03/13/2023,Name on file," $624,800.00","FTX US Trading, Inc."
5225486,  ,1213,03/13/2023,Name on file," $5,000.00",FTX Trading Ltd.
5225488,  ,1214,03/13/2023,Name on file," $5,400.00",FTX Trading Ltd.
6833995, 6833995,48962,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6772750, 6772750,48963,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6789566, 6789566,48964,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
7577915, 7577915,48965,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
7056140, 7056140,48966,09/07/2023,Name on file, $0.00,FTX EU Ltd.
6803162, 6803162,48967,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
5792818, 5792818,48968,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6595250, 6595250,48969,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6716284, 6716284,48970,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6793833, 6793833,48971,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
8614699,  ,48972,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6774218, 6774218,48973,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6836853, 6836853,48974,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
7862107, 7862107,48975,09/07/2023,Name on file, $0.00,FTX EU Ltd.
6772304, 6772304,48976,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6596557, 6596557,48977,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6803977, 6803977,48978,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6721289, 6721289,48979,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
6779723, 6779723,48980,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
5949073, 5949073,48981,09/07/2023,Name on file, $0.00,FTX Trading Ltd.
8590484,  ,26186,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6774552, 6774552,26187,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6836559, 6836559,26188,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6531711, 6531711,26189,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6782226, 6782226,26190,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6849288, 6849288,26191,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
8590490,  ,26192,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6667325, 6667325,26193,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6761335, 6761335,26194,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
5665590, 5665590,26195,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6755033, 6755033,26196,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
8590495,  ,26197,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
8590496,  ,26198,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
5348843, 5348843,26199,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6852229, 6852229,26200,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6823274, 6823274,26201,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6768555, 6768555,26202,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
8590501,  ,26203,07/28/2023,Name on file, $0.00,West Realm Shires Services Inc.
6812510, 6812510,26204,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
6853801, 6853801,26205,07/28/2023,Name on file, $0.00,FTX Trading Ltd.
8622514,  ,55905,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6755355, 6755355,55906,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622516,  ,55907,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6715949, 6715949,55908,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622518,  ,55909,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622519,  ,55910,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
5921279, 5921279,55911,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6753535, 6753535,55912,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6700750, 6700750,55913,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
5619694, 5619694,55914,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6294341, 6294341,55915,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6840008, 6840008,55916,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6692506, 6692506,55917,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8622527,  ,55918,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6960620, 6960620,55919,09/19/2023,Name on file, $0.00,Quoine Pte Ltd
6727435, 6727435,55920,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6806664, 6806664,55921,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6786077, 6786077,55922,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6749407, 6749407,55923,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
6713086, 6713086,55924,09/19/2023,Name on file, $0.00,FTX Trading Ltd.
8595442,  ,31112,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595443,  ,31113,07/31/2023,Name on file, $0.00,West Realm Shires Services Inc.
8595444,  ,31114,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595445,  ,31115,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595446,  ,31116,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595447,  ,31117,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595448,  ,31118,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595449,  ,31119,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595450,  ,31120,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595451,  ,31121,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595452,  ,31122,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595453,  ,31123,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595454,  ,31124,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595455,  ,31125,07/31/2023,Name on file, $0.00,FTX EU Ltd.
8595456,  ,31126,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595457,  ,31127,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595458,  ,31128,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595459,  ,31129,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595460,  ,31130,07/31/2023,Name on file, $0.00,FTX Trading Ltd.
8595461,  ,31131,07/31/2023,Name on file, $0.00,West Realm Shires Services Inc.
6134487, 6134487,38632,08/13/2023,Name on file, $0.00,FTX EU Ltd.
6855714, 6855714,38633,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6508743, 6508743,38634,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6817298, 6817298,38635,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6814480, 6814480,38636,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
7448537, 7448537,38637,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6850813, 6850813,38638,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6848920, 6848920,38639,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
8604054,  ,38640,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6579671, 6579671,38641,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6808280, 6808280,38642,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6844792, 6844792,38643,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6088728, 6088728,38644,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
5677245, 5677245,38645,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
8604060,  ,38646,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6797144, 6797144,38647,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6773084, 6773084,38648,08/13/2023,Name on file, $0.00,FTX EU Ltd.
6843834, 6843834,38649,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6777426, 6777426,38650,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6625513, 6625513,38651,08/13/2023,Name on file, $0.00,FTX Trading Ltd.
6771257, 6771257,8940,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6184702, 6184702,8941,07/13/2023,Name on file, $0.00,FTX EU Ltd.
5823252, 5823252,8942,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6361165, 6361165,8943,07/13/2023,Name on file, $0.00,FTX EU Ltd.
5468210, 5468210,8944,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6769328, 6769328,8945,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6848954, 6848954,8946,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6817775, 6817775,8947,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6816916, 6816916,8948,07/13/2023,Name on file, $0.00,FTX EU Ltd.
5899449, 5899449,8949,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6639074, 6639074,8950,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6665186, 6665186,8951,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6694571, 6694571,8952,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6225975, 6225975,8953,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6837836, 6837836,8954,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6399823, 6399823,8955,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
5892294, 5892294,8956,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6269476, 6269476,8957,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6831032, 6831032,8958,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
5426283, 5426283,8959,07/13/2023,Name on file, $0.00,FTX Trading Ltd.
6841520, 6841520,17313,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6818463, 6818463,17314,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6796648, 6796648,17315,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6118538, 6118538,17316,07/18/2023,Name on file, $0.00,FTX EU Ltd.
6834212, 6834212,17317,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6750593, 6750593,17318,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
8581580,  ,17319,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6790348, 6790348,17320,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
8581582,  ,17321,07/18/2023,Name on file, $0.00,FTX EU Ltd.
6765061, 6765061,17322,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
8581584,  ,17323,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
5793311, 5793311,17324,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
5990900, 5990900,17325,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6821649, 6821649,17326,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
8581588,  ,17327,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6849817, 6849817,17328,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
8581590,  ,17329,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6812596, 6812596,17330,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6840038, 6840038,17331,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6819905, 6819905,17332,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6270933, 6270933,50176,09/10/2023,Name on file, $0.00,FTX EU Ltd.
6792113, 6792113,50177,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
7025317, 7025317,50178,09/10/2023,Name on file, $0.00,FTX EU Ltd.
6818472, 6818472,50179,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6822443, 6822443,50180,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8616018,  ,50181,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6817085, 6817085,50182,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6831167, 6831167,50183,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8616021,  ,50184,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6997976, 6997976,50185,09/10/2023,Name on file, $0.00,FTX EU Ltd.
5338314, 5338314,50186,09/10/2023,Name on file, $0.00,FTX EU Ltd.
7051569, 7051569,50187,09/10/2023,Name on file, $0.00,FTX EU Ltd.
5963066, 5963066,50188,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
8616026,  ,50189,09/10/2023,Name on file, $0.00,FTX EU Ltd.
6294100, 6294100,50190,09/10/2023,Name on file, $0.00,FTX EU Ltd.
6791989, 6791989,50191,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6763145, 6763145,50192,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
7449114, 7449114,50193,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6750047, 6750047,50194,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6765782, 6765782,50195,09/10/2023,Name on file, $0.00,FTX Trading Ltd.
6594004, 6594004,44760,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6814405, 6814405,44761,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6852904, 6852904,44762,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6802227, 6802227,44763,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6497672, 6497672,44764,08/26/2023,Name on file, $0.00,West Realm Shires Services Inc.
6603608, 6603608,44765,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
7047504, 7047504,44766,08/26/2023,Name on file, $0.00,FTX EU Ltd.
6779729, 6779729,44767,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6556065, 6556065,44768,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6820373, 6820373,44769,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6795667, 6795667,44770,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6676897, 6676897,44771,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6849125, 6849125,44772,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
5832811, 5832811,44773,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6439878, 6439878,44774,08/26/2023,Name on file, $0.00,FTX EU Ltd.
5845042, 5845042,44775,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6934721, 6934721,44776,08/26/2023,Name on file, $0.00,FTX EU Ltd.
6850959, 6850959,44777,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
7445560, 7445560,44778,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6853278, 6853278,44779,08/26/2023,Name on file, $0.00,FTX Trading Ltd.
6759834, 6759834,17826,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6759078, 6759078,17827,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
5537836, 5537836,17828,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6484295, 6484295,17829,07/18/2023,Name on file, $0.00,West Realm Shires Services Inc.
8582091,  ,17830,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
5809343, 5809343,17831,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6726541, 6726541,17832,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6779852, 6779852,17833,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6776631, 6776631,17834,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6780912, 6780912,17835,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6846925, 6846925,17836,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6826371, 6826371,17837,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6851949, 6851949,17838,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6761831, 6761831,17839,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
7572105, 7572105,17840,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
8582102,  ,17841,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6818320, 6818320,17842,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6826469, 6826469,17843,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6672217, 6672217,17844,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
6719550, 6719550,17845,07/18/2023,Name on file, $0.00,FTX Trading Ltd.
5225489,  ,1215,03/13/2023,Name on file," $791,000.44",FTX Trading Ltd.
5225492,  ,1216,03/13/2023,Name on file," $5,000.00",FTX Trading Ltd.
5225493,  ,1217,03/13/2023,Name on file," $77,129.13",FTX Trading Ltd.
5225508,  ,1218,03/13/2023,Name on file," $6,795.14",FTX EU Ltd.
5225511,  ,1219,03/13/2023,Name on file," $1,000.00",FTX Trading Ltd.
5225513,  ,1220,03/13/2023,Name on file," $12,299.18",FTX Trading Ltd.
5225518,  ,1221,03/13/2023,Name on file," $2,048,497.80",FTX Trading Ltd.
5225519,  ,1222,03/13/2023,Name on file," $3,721.92",FTX Trading Ltd.
5225522,  ,1223,03/13/2023,Name on file," $1,700.00",FTX Trading Ltd.
